source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\SB-03 Sohle Fäkalienspeicher.pdf                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      12802, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\SB-03 Stahlliste.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       8861, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\SB-04 Abfüllplatte.pdf                                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      14817, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\SB-04 Stahlliste.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      11380, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\anschreiben\01_Hinweisblatt p.83.pdf                                                                                  , text_doc    , pymupdf_text                  ,       1593, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\anschreiben\211_101900943.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      12175, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\anschreiben\212_101900943.pdf                                                                                         , text_doc    , pymupdf_text                  ,      10524, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\anschreiben\216_101900943.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       5745, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\anschreiben\242_101900943.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       3607, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\leistungsbeschreibungen\LV_Kurztext.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      30652, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\leistungsbeschreibungen\LV_Langtext.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,     238589, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\sonstiges\Anlagenverzeichnis.pdf                                                                                      , text_doc    , pymupdf_text                  ,        787, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\sonstiges\CE_101900943.pdf                                                                                            , text_doc    , pymupdf_text                  ,       1456, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\sonstiges\CE_Zu_101900943.pdf                                                                                         , text_doc    , pymupdf_text                  ,       3256, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\sonstiges\Hinweis zu Anl.2_Erklärung_zu_Art.5k RUS-Sanktion.pdf                                                       , text_doc    , pymupdf_text                  ,        593, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\sonstiges\Prüfz_101900943.pdf                                                                                         , text_doc    , pymupdf_text                  ,       1470, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vertragsbedingungen\214_101900943.pdf                                                                                 , text_doc    , pymupdf_text                  ,       9594, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vertragsbedingungen\241_101900943.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       4121, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vertragsbedingungen\244_101900943.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       2452, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\124_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       9110, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\213_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       9094, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\221_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       5817, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\222_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       7838, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\233_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1989, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\234_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       2092, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\248_101900943.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       3932, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\AK334_2018.docx                                                              , text_doc    , python-docx                   ,          0, False
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Anl.2_Erklärung_zu_Art.5k RUS-Sanktion.pdf                                   , text_doc    , pymupdf_text+pdfplumber_tables,       3719, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\VHB223.pdf                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      22505, True
extractdirect\DTAD_20047432_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Wartung_2018_AnhERechn.docx                                                  , text_doc    , python-docx                   ,       1012, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\anschreiben\01_Hinweisblatt p.83.pdf                                                                                  , text_doc    , pymupdf_text                  ,       1593, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\anschreiben\211_101901032.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      12169, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\anschreiben\212_101901032.pdf                                                                                         , text_doc    , pymupdf_text                  ,      10524, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\anschreiben\216_101901032.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       5795, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\leistungsbeschreibungen\23A80079_LV Kurztext.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,     102696, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\leistungsbeschreibungen\23A80079_LV Langtext.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,     186098, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\sonstiges\Anlagenverzeichnis.pdf                                                                                      , text_doc    , pymupdf_text                  ,        746, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\sonstiges\CE_101901032.pdf                                                                                            , text_doc    , pymupdf_text                  ,       1438, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\sonstiges\CE_Zu_101901032.pdf                                                                                         , text_doc    , pymupdf_text                  ,       3256, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\sonstiges\Hinweis zu Anl.2_Erklärung_zu_Art.5k RUS-Sanktion.pdf                                                       , text_doc    , pymupdf_text                  ,        593, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\sonstiges\Prüfz_101901032.pdf                                                                                         , text_doc    , pymupdf_text                  ,       1452, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vertragsbedingungen\214_101901032.pdf                                                                                 , text_doc    , pymupdf_text                  ,      10740, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vertragsbedingungen\231L_101901032.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       7272, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vertragsbedingungen\241_101901032.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       4083, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vertragsbedingungen\244_101901032.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       2416, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\124_101901032.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       9095, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\213_101901032.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       9075, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\221_101901032.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       5783, True
extractdirect\DTAD_20047433_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\222_101901032.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       7804, True
